**Archive Date**, **Version**,  **Description**, **Download Link**
2021-05-09, 0.0.7, see notes, `2021-05-06_v0.0.7.pdf <https://datro.world.xyz/wayback/2021-05-06_consortium_finances-funding_investors_v0.1.7.pdf>`__
2021-04-07, 0.0.6, see notes, `2020-06-12_v0.0.6.pdf <https://datro.world.xyz/wayback/2020-06-12_datro_consortium-investors_detailed_v0.1.6.pdf>`__
2020-06-12, 0.0.5, see notes, `2020-06-12_v0.0.5.pdf <https://datro.world.xyz/wayback/2020-06-12_wave-tokens-wrt_v0.1.5.pdf>`__
2019-08-14, 0.0.4, see notes, `2019-08-14_v0.0.4.pdf <https://datro.world.xyz/wayback/2019-08-14_wave-tokens-wrt_v0.1.4.pdf>`__
2019-04-23, 0.0.3, see notes, `2019-04-23_v0.0.3.pdf <https://datro.world.xyz/wayback/2019-04-23_wave-tokens-wrt_v0.1.3.pdf>`__
2019-02-11, 0.0.2, see notes, `2019-02-11_v0.0.2.pdf <https://datro.world.xyz/wayback/2019-02-11_wave-tokens-wrt_v0.1.2.pdf>`__
2019-01-17, 0.0.1, see notes, `2019-01-17_v0.0.1.pdf <https://datro.world.xyz/wayback/2019-01-17_wave-organisation-tokens_v0.1.1.pdf>`__
2019-01-09, 0.0.0, see notes, `2019-01-09_v0.0.0.pdf <https://datro.world.xyz/wayback/2019-01-09_wave-organisation-tokens_v0.1.0.pdf>`__

